Event_Name,Event_Client_Id,Venue_Name,Event_Date,Event_Time,as_of_date,unique_views,order_qty,tkt_qty
Canucks vs. Ducks,11005B3CED352DAF,Rogers Arena,2022-02-19,19:00,2022-01-05,6,0,0
Canucks vs. Sharks,11005D05E8B4531A,Rogers Arena,2023-03-23,19:00,2022-10-23,7,0,0
Canucks vs. Avalanche,11005D05E88852BC,Rogers Arena,2023-01-05,19:00,2023-01-21,7,0,0
Canucks vs. Kings,11005D05E8DC5360,Rogers Arena,2022-11-18,19:00,2022-11-29,7,0,0
Canucks vs. Rangers,11005526774D2CD6,Rogers Arena,2019-03-13,19:00,2019-03-21,7,0,0
Canucks vs. Stars,11005EDDB61230D0,Rogers Arena,2024-03-28,19:00,2023-08-02,8,0,0
Canucks vs. Stars,11005EDDB61230D0,Rogers Arena,2024-03-28,19:00,2023-08-13,8,0,0
Canucks vs. Blues,11005B3CECE92D62,Rogers Arena,2022-03-30,19:00,2021-12-18,8,0,0
Canucks vs. Ducks,1100572384171F50,Rogers Arena,2022-03-15,19:00,2019-09-28,10,0,0
Canucks vs. Vegas Golden Knights,11005526781E320B,Rogers Arena,2019-03-09,19:00,2019-03-11,11,0,0
Canucks vs. Penguins,11005D05E8D15349,Rogers Arena,2022-10-28,19:00,2022-11-09,11,0,0
Canucks vs. Vegas Golden Knights,11005D05E8B15316,Rogers Arena,2023-03-21,19:00,2022-09-03,13,0,0
Canucks vs. Vegas Golden Knights,11005EDDB61830D9,Rogers Arena,2024-04-08,19:00,2023-10-21,16,0,0
Canucks vs. Seattle Kraken,11005D05E8BB5329,Rogers Arena,2023-04-04,19:00,2022-09-09,9,0,0
Canucks vs. Wings,11005D05E89952E7,Rogers Arena,2023-02-13,19:00,2022-09-18,19,0,0
Canucks vs. Blackhawks,11005D05E8BE532E,Rogers Arena,2023-04-06,19:00,2022-09-29,14,0,0
Canucks vs. Senators,11005EDDB5DF2FF6,Rogers Arena,2024-01-02,19:00,2024-01-05,21,0,0
Canucks vs. Sabres,11005B3CECE72D60,Rogers Arena,2022-03-20,19:00,2021-10-15,25,0,0
Canucks vs. Hurricanes,11005EDDB64E3189,Rogers Arena,2023-12-09,19:00,2023-09-03,30,0,0
Canucks vs. Wings,11005D05E89952E7,Rogers Arena,2023-02-13,19:00,2022-11-24,47,0,0
Canucks vs. Canadiens,11005EDDB60A30A4,Rogers Arena,2024-03-21,19:00,2024-02-01,352,0,0
Canucks vs. Senators,11005D05E8AC530E,Rogers Arena,2023-03-11,19:00,2022-10-10,50,0,0
Canucks vs. Seattle Kraken,11005D05E8BB5329,Rogers Arena,2023-04-04,19:00,2023-03-02,168,0,0
Canucks vs. Seattle Kraken,11005B3CECFA2D71,Rogers Arena,2022-04-26,19:00,2022-02-20,55,0,0
Canucks vs. Vegas Golden Knights,11005526781E320B,Rogers Arena,2019-03-09,19:00,2018-11-13,56,0,0
Canucks vs. Vegas Golden Knights,11005723841C1F52,Rogers Arena,2022-03-16,19:00,2020-01-28,150,0,0
Canucks vs. Vegas Golden Knights,11005EDDB61830D9,Rogers Arena,2024-04-08,19:00,2024-01-31,248,0,0
Canucks vs. Sharks,11005EDDB640315D,Rogers Arena,2023-11-20,19:00,2023-08-04,16,0,0
Canucks vs. Sharks,11005D05E8F853AC,Rogers Arena,2022-12-27,19:00,2022-09-16,53,0,0
Canucks vs. Flames,11005B3CECD52C7F,Rogers Arena,2022-02-24,19:00,2021-11-12,67,0,0
Canucks vs. Flames,11005B3CECD52C7F,Rogers Arena,2022-02-24,19:00,2022-03-17,5,0,0
Canucks vs. Flames,1100552677CB31A6,Rogers Arena,2019-03-23,19:00,2018-09-30,12,0,0
Canucks vs. Flames,11005724C2CC37B1,Rogers Arena,2022-03-14,19:00,2019-11-18,54,0,0
Canucks vs. Flames,11005EDDB60D30B2,Rogers Arena,2024-03-23,19:00,2024-04-21,5,0,0
Canucks vs. Panthers,11005D05E8E45380,Rogers Arena,2022-12-01,19:00,2022-12-10,4,0,0
Canucks vs. Blue Jackets,11005D05E89652DD,Rogers Arena,2023-01-27,19:00,2023-02-12,4,0,0
Canucks vs. Wild,11005EDDB64B3182,Rogers Arena,2023-12-07,19:00,2023-12-26,4,0,0
Canucks vs. Wild,11005EDDB64B3182,Rogers Arena,2023-12-07,19:00,2023-12-22,4,0,0
Canucks vs. Senators,1100552677532D9A,Rogers Arena,2019-03-20,19:00,2019-04-03,3,0,0
Canucks vs. Seattle Kraken,11005D05E8BB5329,Rogers Arena,2023-04-04,19:00,2022-08-24,2,0,0
Canucks vs. Oilers,11005724C2E037CA,Rogers Arena,2019-12-23,19:00,2019-12-29,2,0,0
Canucks vs. Ducks,1100572384171F50,Rogers Arena,2022-03-15,19:00,2020-04-23,2,0,0
Canucks vs. Sharks,11005D05E8F853AC,Rogers Arena,2022-12-27,19:00,2023-01-22,2,0,0
Canucks vs. Sharks,11005724C2C437A5,Rogers Arena,2020-01-18,19:00,2020-01-22,1,0,0
Canucks vs. Sharks,11005723A12031DF,Rogers Arena,2022-03-13,19:00,2020-05-17,1,0,0
Canucks vs. Sharks,11005723A12031DF,Rogers Arena,2022-03-13,19:00,2020-05-03,1,0,0
Canucks vs. Flames,11005EDDB60D30B2,Rogers Arena,2024-03-23,19:00,2023-07-15,1,0,0
Canucks vs. Ducks,11005B3CED162D8C,Rogers Arena,2021-11-09,19:00,2021-11-26,1,0,0
Canucks vs. Ducks,11005B3CED162D8C,Rogers Arena,2021-11-09,19:00,2021-12-02,1,0,0
Canucks vs. Lightning,11005723A11C31CD,Rogers Arena,2022-03-11,19:00,2020-05-20,1,0,0
Canucks vs. Seattle Kraken,11005D05E8F553A7,Rogers Arena,2022-12-22,19:00,2023-01-16,1,0,0
Canucks vs. Wings,11005EDDB5F1305E,Rogers Arena,2024-02-15,19:00,2024-04-13,1,0,0
Canucks vs. Rangers,11005B3CED0E2D86,Rogers Arena,2021-11-02,19:00,2021-11-20,1,0,0
Canucks vs. Jets,11005B3CED1B2D91,Rogers Arena,2021-11-19,19:00,2021-12-13,1,0,0
Canucks vs. Flyers,11005B3CED092D81,Rogers Arena,2021-10-28,19:00,2021-11-14,1,0,0
Canucks vs. Rangers,11005EDDB62F3121,Rogers Arena,2023-10-28,19:00,2023-12-03,0,0,0
Canucks vs. Hurricanes,11005B3CED2A2DA3,Rogers Arena,2021-12-12,19:00,2022-01-17,0,0,0
Canucks vs. Blackhawks,11005D05E89352D7,Rogers Arena,2023-01-24,19:00,2023-02-22,0,0,0
Canucks vs. Blackhawks,11005D05E8BE532E,Rogers Arena,2023-04-06,19:00,2023-04-21,0,0,0
Canucks vs. Vegas Golden Knights,11005EDDB6463163,Rogers Arena,2023-11-30,19:00,2024-01-23,0,0,0
Canucks vs. Jets,11005EDDB5F43070,Rogers Arena,2024-02-17,19:00,2024-04-02,0,0,0
Canucks vs. Senators,1100552677532D9A,Rogers Arena,2019-03-20,19:00,2019-04-23,0,0,0
Canucks vs. Penguins,11005EDDB5F9307D,Rogers Arena,2024-02-27,19:00,2023-12-28,172,1,2
Canucks vs. Avalanche,11005EDDB6023093,Rogers Arena,2024-03-13,19:00,2024-01-09,282,2,3
Canucks vs. Vegas Golden Knights,11005EDDB61830D9,Rogers Arena,2024-04-08,19:00,2024-01-05,75,1,3
Canucks vs. Blues,11005EDDB5EB3038,Rogers Arena,2024-01-24,19:00,2023-12-04,79,5,12
Canucks vs. Sabres,11005EDDB607309D,Rogers Arena,2024-03-19,19:00,2024-03-16,540,2,4
Canucks vs. Capitals,11005EDDB6053099,Rogers Arena,2024-03-16,19:00,2024-03-10,684,0,0
Canucks vs. Sabres,11005EDDB607309D,Rogers Arena,2024-03-19,19:00,2023-11-22,75,0,0
Canucks vs. Jets,11005EDDB5F43070,Rogers Arena,2024-02-17,19:00,2023-12-27,293,0,0
Canucks vs. Blue Jackets,11005EDDB5EE305A,Rogers Arena,2024-01-27,19:00,2023-11-27,211,8,17
Canucks vs. Canadiens,11005EDDB60A30A4,Rogers Arena,2024-03-21,19:00,2023-12-17,153,1,3
Canucks vs. Coyotes,11005EDDB61B30DB,Rogers Arena,2024-04-10,19:00,2023-11-25,45,0,0
Canucks vs Kraken Moving to 50 percent capacity-Updates in progress,11005B3CED392DB1,Rogers Arena,2021-12-27,19:00,2021-12-11,674,25,71
Canucks vs. Rangers,11005D05E89B52EC,Rogers Arena,2023-02-15,19:00,2023-01-23,274,7,16
Canucks vs. Kings,11005EDDB5FC3087,Rogers Arena,2024-02-29,19:00,2024-01-15,287,5,17
Canucks vs. Flyers,11005D05E89D52EF,Rogers Arena,2023-02-18,19:00,2022-09-02,47,4,14
Canucks vs. Lightning,11005D05E88B52BE,Rogers Arena,2023-01-18,19:00,2022-12-18,180,8,22
Canucks vs. Avalanche,11005723840D1F47,Rogers Arena,2020-03-06,19:00,2020-02-18,228,6,14
Canucks vs. Blackhawks,11005D05E89352D7,Rogers Arena,2023-01-24,19:00,2022-12-05,139,3,14
Canucks vs. Blues,11005EDDB62C311F,Rogers Arena,2023-10-27,19:00,2023-10-19,967,17,50
Canucks vs. Seattle Kraken,11005D05E8F553A7,Rogers Arena,2022-12-22,19:00,2022-09-25,104,3,13
Canucks vs. Senators,1100552677532D9A,Rogers Arena,2019-03-20,19:00,2018-12-21,21,3,8
Canucks vs. Blues,11005723A1093175,Rogers Arena,2020-01-27,19:00,2019-10-20,45,2,9
Canucks vs. Flames,11005724C2CC37B1,Rogers Arena,2022-03-14,19:00,2020-01-14,85,3,9
Canucks vs. Devils,1100552676832A0F,Rogers Arena,2019-03-15,19:00,2019-03-02,111,5,12
Canucks vs. Hurricanes,11005723A13C322A,Rogers Arena,2019-12-12,19:00,2019-12-09,459,30,78
Canucks vs. Penguins,11005EDDB5F9307D,Rogers Arena,2024-02-27,19:00,2024-02-06,533,2,2
Canucks vs. Coyotes,11005723A104316F,Rogers Arena,2020-01-16,19:00,2019-09-12,98,10,31
Canucks vs. Sharks,11005D05E8B4531A,Rogers Arena,2023-03-23,19:00,2023-03-09,345,3,12
Canucks vs. Wings,11005723A12431EC,Rogers Arena,2019-10-15,19:00,2019-10-02,295,12,23
Canucks vs. Blackhawks,11005D05E8BE532E,Rogers Arena,2023-04-06,19:00,2023-03-15,256,9,24
Canucks vs. Stars,11005723A1383227,Rogers Arena,2019-11-14,19:00,2019-09-16,70,6,16
Canucks vs. Flames,11005B3CECD52C7F,Rogers Arena,2022-02-24,19:00,2021-11-13,87,6,14
Cancelled ticket due to 50% capacity Canucks vs Blues,11005B3CECD02C79,Rogers Arena,2022-01-23,19:00,2021-10-16,37,4,16
Canucks vs. Vegas Golden Knights,11005723841C1F52,Rogers Arena,2022-03-16,19:00,2020-01-17,148,3,8
Canucks vs. Jets,11005EDDB5FF308C,Rogers Arena,2024-03-09,19:00,2024-01-08,335,8,23
Canucks vs. Vegas Golden Knights,11005EDDB61830D9,Rogers Arena,2024-04-08,19:00,2023-12-02,51,4,8
Canucks vs. Sharks,11005526768F2A33,Rogers Arena,2019-04-02,19:00,2019-02-28,83,4,9
Canucks vs. Ducks,1100572384171F50,Rogers Arena,2022-03-15,19:00,2020-01-23,105,5,17
Canucks vs. Vegas Golden Knights,11005EDDB6463163,Rogers Arena,2023-11-30,19:00,2023-10-30,242,7,32
Canucks vs. Rangers,11005526774D2CD6,Rogers Arena,2019-03-13,19:00,2019-03-01,164,3,11
Canucks vs. Ducks,11005B3CED352DAF,Rogers Arena,2022-02-19,19:00,2021-12-01,201,7,23
Canucks vs. Predators,1100572384031F43,Rogers Arena,2020-02-10,19:00,2019-09-26,34,3,6
Canucks vs. Flames,1100552677CB31A6,Rogers Arena,2019-03-23,19:00,2018-11-16,20,3,10
Canucks vs. Flames,1100552677CB31A6,Rogers Arena,2019-03-23,19:00,2019-02-13,176,10,27
Canucks vs. Predators,1100572384031F43,Rogers Arena,2020-02-10,19:00,2019-10-23,35,3,8
Canucks vs. Kings,11005724C2E637CE,Rogers Arena,2019-12-28,19:00,2019-11-22,138,7,21
Canucks vs. Oilers,11005D05E89152CB,Rogers Arena,2023-01-21,19:00,2022-11-06,291,9,21
Canucks vs. Vegas Golden Knights,11005B3CECF32D6A,Rogers Arena,2022-04-12,19:00,2021-11-20,12,3,7
Canucks vs. Senators,11005EDDB5DF2FF6,Rogers Arena,2024-01-02,19:00,2023-12-26,1439,4,6
Canucks vs. Canadiens,11005EDDB60A30A4,Rogers Arena,2024-03-21,19:00,2023-11-17,125,3,6
Canucks vs. Sharks,11005EDDB6593198,Rogers Arena,2023-12-23,19:00,2023-10-17,138,3,6
Canucks vs. Capitals,11005D05E8E1537C,Rogers Arena,2022-11-29,19:00,2022-08-30,290,34,93
Canucks vs. Flyers,11005EDDB65E319B,Rogers Arena,2023-12-28,19:00,2023-10-23,146,5,14
Canucks vs. Rangers,11005724C2BF37A3,Rogers Arena,2020-01-04,19:00,2019-12-11,294,16,48
Canucks vs. Coyotes,11005EDDB5E32FFD,Rogers Arena,2024-01-18,19:00,2023-11-19,161,2,7
Canucks vs. Sabres,11005D05E8CB533C,Rogers Arena,2022-10-22,19:00,2022-09-16,244,2,7
Canucks vs. Rangers,11005EDDB62F3121,Rogers Arena,2023-10-28,19:00,2023-09-13,165,2,5
Canucks vs. Flames,11005D05E8C15331,Rogers Arena,2023-04-08,19:00,2023-03-11,465,2,5
Canucks vs. Vegas Golden Knights,11005526781E320B,Rogers Arena,2019-03-09,19:00,2018-12-02,53,2,6
Canucks vs. Coyotes,11005EDDB5E32FFD,Rogers Arena,2024-01-18,19:00,2023-09-21,30,2,4
Canucks vs. Flyers,11005D05E89D52EF,Rogers Arena,2023-02-18,19:00,2022-12-09,109,2,4
Canucks vs. Avalanche,11005724C2D237B6,Rogers Arena,2019-11-16,19:00,2019-10-05,121,2,4
Canucks vs. Kings,11005EDDB5FC3087,Rogers Arena,2024-02-29,19:00,2023-08-12,13,1,2
Canucks vs. Senators,11005EDDB5DF2FF6,Rogers Arena,2024-01-02,19:00,2023-10-05,73,1,2
Canucks vs. Islanders,11005EDDB63A314A,Rogers Arena,2023-11-15,19:00,2023-08-16,31,1,2
Canucks vs. Blackhawks,11005D05E89352D7,Rogers Arena,2023-01-24,19:00,2023-01-14,297,1,2
Canucks vs. Coyotes,11005723A104316F,Rogers Arena,2020-01-16,19:00,2019-09-24,24,1,2
Canucks vs. Kings,1100552677662EAC,Rogers Arena,2019-03-28,19:00,2018-12-22,21,1,2
Canucks vs. Blue Jackets,11005526775A2EA2,Rogers Arena,2019-03-24,19:00,2019-02-07,36,1,2
Canucks vs. Jets,11005EDDB5FF308C,Rogers Arena,2024-03-09,19:00,2023-09-22,13,1,3
Canucks vs. Blackhawks,11005EDDB5E93019,Rogers Arena,2024-01-22,19:00,2023-12-09,384,1,3
Canucks vs. Sabres,11005B3CECE72D60,Rogers Arena,2022-03-20,19:00,2021-11-03,44,1,3
Canucks vs. Ducks,1100572384171F50,Rogers Arena,2022-03-15,19:00,2019-09-19,19,1,3
Canucks vs. Bruins,11005724CCEE3B00,Rogers Arena,2020-02-22,19:00,2019-10-04,41,1,1
Canucks vs. Ducks,11005D05E8AA5309,Rogers Arena,2023-03-08,19:00,2022-11-23,29,1,8
2019 NHL Draft presented by adidas Round 1,1.10057E+15,Rogers Arena,2019-06-21,17:00,2019-05-17,591,43,85
Canucks vs. Hurricanes,11005D05E8CE5342,Rogers Arena,2022-10-24,19:30,2022-09-17,133,5,11
Canucks vs. Leafs,11005526781831FC,Rogers Arena,2019-03-06,18:00,2018-12-03,150,5,9
Canucks vs. Blackhawks,11005724CCE93AFC,Rogers Arena,2020-02-12,19:30,2020-01-14,187,4,7
Cancelled ticket due to 50% capacity Canucks vs Islanders,11005B3CECC12C4A,Rogers Arena,2022-02-09,19:30,2021-10-20,95,3,11
Canucks vs. Coyotes,11005EDDB61B30DB,Rogers Arena,2024-04-10,19:30,2024-03-30,524,3,8
Canucks vs. Kings,11005D05E8B95325,Rogers Arena,2023-04-02,17:00,2023-02-11,76,3,7
Canucks vs. Bruins,11005D05E8A052F1,Rogers Arena,2023-02-25,16:00,2022-11-01,105,3,6
Canucks vs. Ducks,1100572384081F45,Rogers Arena,2020-02-16,14:00,2019-11-07,92,2,4
Canucks vs. Kings,11005D05E8B95325,Rogers Arena,2023-04-02,17:00,2022-12-09,28,2,4
Canucks vs. Canadiens,11005B3CECD72C81,Rogers Arena,2022-03-09,19:30,2021-10-26,196,2,4
Canucks vs. Avalanche,11005EDDB6023093,Rogers Arena,2024-03-13,19:30,2023-12-13,135,2,5
Canucks vs. Canadiens,11005B3CECD72C81,Rogers Arena,2022-03-09,19:30,2022-02-07,114,2,5
Canucks vs. Vegas Golden Knights,11005B3CECED2D64,Rogers Arena,2022-04-03,16:00,2022-03-31,786,1,1
Canucks vs. Leafs,11005526781831FC,Rogers Arena,2019-03-06,18:00,2019-02-11,223,1,3
Canucks vs. Blues,11005D05E8F253A5,Rogers Arena,2022-12-19,19:30,2022-08-26,11,0,0
Canucks vs. Coyotes,11005EDDB61B30DB,Rogers Arena,2024-04-10,19:30,2023-12-27,86,0,0
Canucks vs. Avalanche,11005EDDB6023093,Rogers Arena,2024-03-13,19:30,2023-07-25,28,0,0
Canucks vs. Blues,11005D05E8F253A5,Rogers Arena,2022-12-19,19:30,2023-01-13,2,0,0
Canucks vs. Vegas Golden Knights,11005D05E8DE5377,Rogers Arena,2022-11-21,19:30,2022-12-01,6,0,0
Canucks vs. Coyotes,11005723A110317B,Rogers Arena,2020-03-04,19:30,2020-01-10,47,0,0
Canucks vs. Blackhawks,11005724CCE93AFC,Rogers Arena,2020-02-12,19:30,2020-02-27,1,0,0
Canucks vs. Blackhawks,11005B3CED1D2D94,Rogers Arena,2021-11-21,17:00,2021-10-02,20,0,0
2019 NHL Draft presented by adidas Round 1,1.10057E+15,Rogers Arena,2019-06-21,17:00,2019-05-25,473,0,0
Canucks vs. Oilers,11005EDDB62030E5,Rogers Arena,2023-09-30,18:00,2023-07-15,32,0,0
2019 NHL Draft presented by adidas Round 1,1.10057E+15,Rogers Arena,2019-06-21,17:00,2019-08-21,0,0,0
Canucks vs. Avalanche,11005B3CED182D8E,Rogers Arena,2021-11-17,18:00,2022-05-01,0,0,0
Canucks vs. Bruins,11005D05E8A052F1,Rogers Arena,2023-02-25,16:00,2023-04-03,0,0,0
Canucks vs. Ducks,11005B3CED352DAF,Rogers Arena,2022-02-19,19:00,2021-12-27,5,0,0
Canucks vs. Penguins,11005D05E8D15349,Rogers Arena,2022-10-28,19:00,2022-11-15,7,0,0
Canucks vs. Blue Jackets,11005526775A2EA2,Rogers Arena,2019-03-24,19:00,2018-10-17,7,0,0
Canucks vs. Devils,11005D05E8D4534E,Rogers Arena,2022-11-01,19:00,2022-11-16,8,0,0
Canucks vs. Jets,11005EDDB5FF308C,Rogers Arena,2024-03-09,19:00,2023-09-25,12,0,0
Canucks vs. Seattle Kraken,11005B3CECFA2D71,Rogers Arena,2022-04-26,19:00,2022-01-14,12,0,0
Canucks vs. Ducks,11005B3CED162D8C,Rogers Arena,2021-11-09,19:00,2021-10-03,17,0,0
Canucks vs. Jets,11005EDDB5FF308C,Rogers Arena,2024-03-09,19:00,2024-03-18,11,0,0
Canucks vs. Stars,11005D05E8AF5310,Rogers Arena,2023-03-14,19:00,2022-10-11,15,0,0
Canucks vs. Lightning,11005723A11C31CD,Rogers Arena,2022-03-11,19:00,2019-10-03,15,0,0
Canucks vs. Seattle Kraken,11005D05E8BB5329,Rogers Arena,2023-04-04,19:00,2022-11-14,19,0,0
Canucks vs. Kings,11005EDDB5FC3087,Rogers Arena,2024-02-29,19:00,2023-10-04,14,0,0
Canucks vs. Predators,1100572384031F43,Rogers Arena,2020-02-10,19:00,2019-09-30,20,0,0
Canucks vs. Seattle Kraken,11005D05E8BB5329,Rogers Arena,2023-04-04,19:00,2022-09-29,22,0,0
Canucks vs. Sabres,11005B3CECE72D60,Rogers Arena,2022-03-20,19:00,2022-01-18,29,0,0
Canucks vs. Blackhawks,11005D05E89352D7,Rogers Arena,2023-01-24,19:00,2022-10-03,40,0,0
Canucks vs. Flyers,11005EDDB65E319B,Rogers Arena,2023-12-28,19:00,2023-12-24,1661,0,0
Cancelled ticket due to 50% capacity Canucks vs Coyotes,11005B3CED322DAD,Rogers Arena,2022-02-08,19:00,2022-01-20,171,0,0
Canucks vs. Seattle Kraken,11005B9122B46B80,Rogers Arena,2022-02-21,19:00,2022-02-22,154,0,0
Canucks vs. Seattle Kraken,11005EDDB63D315B,Rogers Arena,2023-11-18,19:00,2023-09-09,69,0,0
Canucks vs. Ducks,11005D05E8AA5309,Rogers Arena,2023-03-08,19:00,2023-01-09,65,0,0
Canucks vs. Sharks,11005D05E8B4531A,Rogers Arena,2023-03-23,19:00,2022-11-30,29,0,0
Canucks vs. Sharks,11005EDDB640315D,Rogers Arena,2023-11-20,19:00,2023-09-09,19,0,0
Canucks vs. Sharks,11005723A12031DF,Rogers Arena,2022-03-13,19:00,2019-11-10,26,0,0
Canucks vs. Flames,11005B3CECE42D5E,Rogers Arena,2022-03-19,19:00,2021-11-20,35,0,0
Canucks vs. Flames,11005724C2CC37B1,Rogers Arena,2022-03-14,19:00,2019-10-31,31,0,0
Canucks vs. Flames,11005EDDB60D30B2,Rogers Arena,2024-03-23,19:00,2024-04-16,27,0,0
Canucks vs. Flames,11005EDDB60D30B2,Rogers Arena,2024-03-23,19:00,2024-04-19,5,0,0
Canucks vs. Flames,11005D05E8C15331,Rogers Arena,2023-04-08,19:00,2022-08-28,4,0,0
Canucks vs. Oilers,11005D05E89152CB,Rogers Arena,2023-01-21,19:00,2023-02-10,3,0,0
Canucks vs. Penguins,11005724CCF73B0D,Rogers Arena,2019-12-21,19:00,2020-01-12,2,0,0
Canucks vs. Flyers,11005D05E89D52EF,Rogers Arena,2023-02-18,19:00,2023-03-13,2,0,0
Canucks vs. Flames,11005B3CECE42D5E,Rogers Arena,2022-03-19,19:00,2022-04-14,2,0,0
Canucks vs. Oilers,11005EDDB6383138,Rogers Arena,2023-11-06,19:00,2023-12-04,1,0,0
Canucks vs. Capitals,11005B3CECDA2D0F,Rogers Arena,2022-03-11,19:00,2022-04-03,1,0,0
Canucks vs. Vegas Golden Knights,11005723841C1F52,Rogers Arena,2022-03-16,19:00,2020-04-25,0,0,0
Canucks vs. Oilers,11005B3CED0C2D83,Rogers Arena,2021-10-30,19:00,2021-12-01,0,0,0
Canucks vs. Oilers,11005EDDB6383138,Rogers Arena,2023-11-06,19:00,2023-12-09,0,0,0
Canucks vs. Oilers,11005B95FC244102,Rogers Arena,2022-01-25,19:00,2022-02-27,0,0,0
Canucks vs. Oilers,11005B95FC244102,Rogers Arena,2022-01-25,19:00,2022-03-07,0,0,0
Canucks vs. Avalanche,11005EDDB6023093,Rogers Arena,2024-03-13,19:00,2024-01-06,149,1,7
Canucks vs. Avalanche,11005EDDB6023093,Rogers Arena,2024-03-13,19:00,2023-10-15,40,3,11
Canucks vs. Wild,11005EDDB64B3182,Rogers Arena,2023-12-07,19:00,2023-11-19,177,6,15
Canucks vs. Avalanche,11005EDDB6023093,Rogers Arena,2024-03-13,19:00,2023-07-20,44,0,0
Canucks vs. Blackhawks,11005EDDB5E93019,Rogers Arena,2024-01-22,19:00,2023-12-18,443,1,2
Canucks vs. Stars,11005EDDB61230D0,Rogers Arena,2024-03-28,19:00,2023-12-02,15,0,0
Canucks vs. Ducks,11005EDDB61530D3,Rogers Arena,2024-03-31,12:30,2024-01-29,148,3,5
Canucks vs. Sabres,11005EDDB607309D,Rogers Arena,2024-03-19,19:00,2023-12-22,5,1,1
Canucks vs. Penguins,11005EDDB5F9307D,Rogers Arena,2024-02-27,19:00,2024-01-09,241,2,7
Canucks vs. Flames,11005EDDB60D30B2,Rogers Arena,2024-03-23,19:00,2024-03-11,504,0,0
Canucks vs. Wings,11005EDDB5F1305E,Rogers Arena,2024-02-15,19:00,2024-02-01,713,0,0
Canucks vs. Devils,1100552676832A0F,Rogers Arena,2019-03-15,19:00,2019-01-27,49,2,8
Canucks vs. Panthers,11005D05E8E45380,Rogers Arena,2022-12-01,19:00,2022-10-24,112,3,9
Canucks vs. Islanders,11005D05E88352B7,Rogers Arena,2023-01-03,19:00,2022-11-26,166,12,42
Canucks vs. Vegas Golden Knights,11005526781E320B,Rogers Arena,2019-03-09,19:00,2019-01-30,112,3,11
Canucks vs. Jets,11005EDDB5FF308C,Rogers Arena,2024-03-09,19:00,2024-01-25,411,4,11
Canucks vs. Blues,11005B3CECE92D62,Rogers Arena,2022-03-30,19:00,2022-03-05,116,3,7
Canucks vs. Blues,11005723A1093175,Rogers Arena,2020-01-27,19:00,2019-11-10,90,7,23
Canucks vs. Predators,11005D05E8D95352,Rogers Arena,2022-11-05,19:00,2022-09-12,117,3,7
Canucks vs. Bruins,11005724CCEE3B00,Rogers Arena,2020-02-22,19:00,2020-02-14,479,22,48
Canucks vs. Oilers,11005EDDB62A3117,Rogers Arena,2023-10-11,19:00,2023-08-24,388,8,23
Canucks vs. Oilers,11005EDDB62A3117,Rogers Arena,2023-10-11,19:00,2023-10-07,1628,7,14
Canucks vs. Sabres,11005D05E8CB533C,Rogers Arena,2022-10-22,19:00,2022-09-05,218,4,11
Canucks vs. Penguins,11005D05E8D15349,Rogers Arena,2022-10-28,19:00,2022-10-27,3097,12,27
Canucks vs. Flames,11005724C2C837A8,Rogers Arena,2020-02-08,19:00,2019-09-13,154,8,20
Canucks vs. Hurricanes,11005B3CED2A2DA3,Rogers Arena,2021-12-12,19:00,2021-11-13,127,3,7
Canucks vs. Flames,11005EDDB60D30B2,Rogers Arena,2024-03-23,19:00,2023-12-21,238,3,10
Canucks vs. Seattle Kraken,11005B3CECFA2D71,Rogers Arena,2022-04-26,19:00,2022-03-09,133,4,14
Canucks vs. Stars,11005B3CED132D8A,Rogers Arena,2021-11-07,19:00,2021-10-09,166,9,22
Canucks vs. Stars,11005B3CED132D8A,Rogers Arena,2021-11-07,19:00,2021-10-24,293,10,25
Canucks vs. Flames,11005EDDB61D30E0,Rogers Arena,2024-04-16,19:00,2023-12-13,105,2,10
Canucks vs. Lightning,11005EDDB651318C,Rogers Arena,2023-12-12,19:00,2023-09-27,98,2,8
Canucks vs. Oilers,11005B3CED0C2D83,Rogers Arena,2021-10-30,19:00,2021-10-16,588,17,60
Canucks vs. Predators,11005D05E8D95352,Rogers Arena,2022-11-05,19:00,2022-09-13,124,3,7
Canucks vs. Coyotes,11005B3CECF52D6C,Rogers Arena,2022-04-14,19:00,2022-03-20,310,20,43
Cancelled ticket due to 50% capacity Canucks vs Oilers,11005B3CECD22C7D,Rogers Arena,2022-01-25,19:00,2021-10-10,66,3,6
Canucks vs. Sharks,11005723A12031DF,Rogers Arena,2022-03-13,19:00,2020-01-09,70,4,10
Canucks vs. Senators,11005B3CECC72C72,Rogers Arena,2022-01-08,19:00,2021-10-16,79,3,10
Canucks vs. Blackhawks,11005EDDB5E93019,Rogers Arena,2024-01-22,19:00,2023-07-18,1313,40,103
Canucks vs. Penguins,11005D05E8D15349,Rogers Arena,2022-10-28,19:00,2022-09-19,243,6,18
Canucks vs. Flames,11005D05E8C15331,Rogers Arena,2023-04-08,19:00,2023-04-06,4727,34,77
Canucks vs. Oilers,110056FDD5A83CC4,Rogers Arena,2019-09-17,19:00,2019-08-30,135,7,15
Canucks vs. Rangers,11005EDDB62F3121,Rogers Arena,2023-10-28,19:00,2023-08-25,98,3,10
Canucks vs. Sabres,11005EDDB607309D,Rogers Arena,2024-03-19,19:00,2023-11-06,65,2,7
Canucks vs. Wings,11005B3CECE12D5C,Rogers Arena,2022-03-17,19:00,2021-10-28,60,2,5
